index,O,F,M
1924,3.04E-126,1.00E+00,1.36E-07
1925,0.00E+00,4.25143488e-320,1.00E+00
1926,0.00E+00,1.00E+00,5.83E-36
1927,2.78E-80,1.00E+00,4.48E-12
1928,1.88E-266,1.00E+00,3.16E-27
1929,1.82E-176,1.87E-28,1.00E+00
1930,7.39E-32,1.07E-03,9.99E-01
1931,0.00E+00,1.00E+00,8.70E-296
1932,0,0,1
1933,7.90E-22,1.05E-01,8.95E-01
1934,1.09E-259,2.31E-20,1.00E+00
1935,0.00E+00,1.00E+00,1.64E-41
1936,0.00E+00,1.00E+00,1.44E-153
1937,0.00E+00,1.00E+00,8.91E-109
1938,0,0,1
1939,0.00E+00,1.35E-08,1.00E+00
1940,1.81E-44,1.00E+00,7.80E-07
1941,1.32E-185,1.91E-60,1.00E+00
1942,2.14E-114,6.94E-11,1.00E+00
1943,0.00E+00,1.00E+00,3.15E-129
1944,0,0.99245651 ,0.00754349
1945,1.78E-227,1.60E-10,1.00E+00
1946,0.00E+00,1.00E+00,4.89E-223
1947,1.00E+00,3.39E-194,1.30E-08
1948,0.00E+00,1.00E+00,1.21E-91
1949,0.00E+00,1.00E+00,1.28E-64
1950,0.00E+00,2.10E-30,1.00E+00
1951,0.00E+00,1.78E-33,1.00E+00
1952,1.21E-118,1.00E+00,3.46E-04
1953,0.00E+00,1.18E-33,1.00E+00
1954,1.95E-102,9.73E-01,2.75E-02
1955,4.11E-56,6.20E-06,1.00E+00
1956,3.08E-42,6.85E-03,9.93E-01
1958,0.00E+00,1.00E+00,6.82E-260
1959,4.88E-141,1.00E+00,2.45E-16
1960,6.01E-198,1.00E+00,5.99E-06
1961,6.30E-185,1.00E+00,9.60E-23
1962,0.00E+00,1.00E+00,1.22E-49
1963,3.28E-28,9.87E-01,1.26E-02
1964,1.23E-95,9.96E-01,3.91E-03
1965,5.46E-68,1.00E+00,5.23E-08
1966,0.00E+00,6.07E-89,1.00E+00
1967,0,0.00192088 ,0.99807912
1968,1.07E-73,1.00E+00,2.14E-06
1969,2.21E-232,1.00E+00,5.79E-22
1970,3.36E-64,9.08E-17,1.00E+00
1971,0.00E+00,1.00E+00,1.26E-14
1972,4.98E-150,7.05E-22,1.00E+00
1973,2.88E-227,1.00E+00,2.20E-05
1974,9.70E-33,1.60E-05,1.00E+00
1975,0.00E+00,1.00E+00,1.67E-92
1976,5.45E-147,1.00E+00,1.85E-10
1977,0.00E+00,1.33E-11,1.00E+00
1978,1.33E-33,1.75E-04,1.00E+00
1979,0,1,0
1980,0,1,0
1981,2.31E-240,6.48E-12,1.00E+00
1982,1,0,0
1983,0.00E+00,2.68E-61,1.00E+00
1984,3.13E-65,9.97E-01,3.17E-03
1985,6.31E-54,9.94E-01,6.36E-03
1987,4.02E-96,2.77E-01,7.23E-01
1988,0.00E+00,1.00E+00,6.35E-163
1989,3.83E-78,1.41E-02,9.86E-01
1990,7.32E-95,7.00E-05,1.00E+00
1992,2.07E-285,1.00E+00,3.46E-22
1993,1.09E-63,3.10E-03,9.97E-01
1994,4.47E-140,9.87E-06,1.00E+00
1995,1.27E-74,1.37E-09,1.00E+00
1996,1.04E-63,8.66E-01,1.34E-01
1997,4.82E-44,4.90E-05,1.00E+00
1998,2.34E-87,1.00E+00,3.36E-10
1999,2.18E-25,9.17E-01,8.29E-02
2000,2.11E-162,1.23E-05,1.00E+00
2001,1.31E-115,1.00E+00,3.96E-12
2002,2.07E-137,1.00E+00,1.77E-21
2003,1.05E-48,5.40E-06,1.00E+00
2004,5.78E-73,8.04E-07,1.00E+00
2005,0.00E+00,1.15E-17,1.00E+00
2006,0.00E+00,1.41E-57,1.00E+00
2007,1.45E-185,1.00E+00,7.98E-14
2008,1.73E-231,2.04E-10,1.00E+00
2009,0.00E+00,1.69E-14,1.00E+00
2010,1.63E-77,1.00E+00,2.22E-04
2011,1.35E-147,5.94E-01,4.06E-01
2013,4.93E-54,8.02E-05,1.00E+00
2014,1.53E-294,6.16E-55,1.00E+00
2015,0.00E+00,1.00E+00,1.78E-127
2016,0.00E+00,1.00E+00,4.54E-41
2017,2.15E-70,7.30E-09,1.00E+00
2018,2.34E-31,9.49E-06,1.00E+00
2020,4.44659081e-323,5.88E-08,1.00E+00
2021,1.23E-228,0.00E+00,1.00E+00
2022,2.50E-99,1.00E+00,4.88E-08
2023,0.00E+00,1.00E+00,5.64E-169
2024,1.95E-76,9.99E-01,5.24E-04
2025,0.00E+00,2.54E-19,1.00E+00
2026,0.00E+00,7.97E-156,1.00E+00
2027,0.00E+00,2.25E-283,1.00E+00
2028,0.00E+00,5.47E-87,1.00E+00
2029,3.14E-174,5.51E-17,1.00E+00
2030,1.78E-48,3.09E-20,1.00E+00
2031,6.10E-119,8.50E-01,1.50E-01
2032,7.26E-79,5.69E-05,1.00E+00
2034,1.72E-142,1.00E+00,1.78E-06
2035,6.86E-126,1.00E+00,2.37E-06
2036,0.00E+00,2.06E-99,1.00E+00
2037,0.00E+00,1.30E-35,1.00E+00
2038,8.83E-103,3.68E-18,1.00E+00
2039,0.00E+00,2.16E-21,1.00E+00
2040,9.16E-101,1.00E+00,3.51E-06
2041,1.44E-53,1.01E-03,9.99E-01
2042,2.47E-150,4.78E-68,1.00E+00
2043,9.73E-234,1.00E+00,9.14E-15
2044,3.96E-44,6.34E-04,9.99E-01
2045,0.00E+00,1.00E+00,1.36E-26
2046,0.00E+00,1.00E+00,1.49E-165
2047,8.47E-192,1.43E-14,1.00E+00
2048,0.00E+00,1.60E-154,1.00E+00
2049,2.35E-108,1.91E-32,1.00E+00
2050,6.05E-190,1.00E+00,7.71E-11
2051,3.72E-153,1.00E+00,6.21E-14
2052,3.20E-186,1.24E-28,1.00E+00
2053,4.86E-30,9.88E-01,1.18E-02
2054,7.03E-58,1.00E+00,1.84E-12
2055,1.57E-202,1.00E+00,1.24E-04
2056,0.00E+00,1.00E+00,2.22E-78
2057,1.82E-117,2.05E-01,7.95E-01
2058,0.00E+00,1.00E+00,6.59E-98
2059,4.11E-125,1.00E+00,6.24E-21
2060,6.71E-63,1.00E+00,5.51E-07
2062,4.93E-149,1.29E-07,1.00E+00
2063,0.00E+00,8.25E-78,1.00E+00
2064,0.00E+00,8.03E-72,1.00E+00
2065,2.89E-41,4.15E-08,1.00E+00
2066,4.95E-36,1.00E+00,6.72E-05
2067,0.00E+00,1.00E+00,2.26E-96
2068,3.97E-216,9.15E-01,8.51E-02
2069,5.18E-168,2.71E-01,7.29E-01
2070,3.95E-148,1.27E-13,1.00E+00
2071,1.08E-193,4.51E-11,1.00E+00
2072,1.05E-226,3.54E-36,1.00E+00
2073,2.01E-251,1.25E-91,1.00E+00
2074,1.04E-143,1.43E-26,1.00E+00
2075,0.00E+00,1.00E+00,1.50E-147
2076,0.00E+00,1.00E+00,1.27E-165
2077,7.12E-163,1.55E-15,1.00E+00
2078,0.00E+00,1.00E+00,2.41E-24
2079,0.00E+00,1.04E-21,1.00E+00
2080,1.49E-88,9.82E-01,1.75E-02
2081,6.86E-83,4.79E-01,5.21E-01
2082,4.68E-105,1.00E+00,1.58E-06
2083,0.00E+00,1.00E+00,1.22E-57
2084,5.27E-170,4.09E-06,1.00E+00
2085,2.32E-28,4.97E-03,9.95E-01
2086,0.00E+00,1.00E+00,4.16E-28
2087,1.85E-150,1.00E+00,7.49E-11
2088,1.09100959e-317,2.78E-57,1.00E+00
2089,0.00E+00,1.00E+00,2.48E-84
2090,7.48E-88,5.01E-18,1.00E+00
2091,0.00E+00,3.20E-13,1.00E+00
2092,0.00E+00,1.00E+00,7.64E-140
2093,0.00E+00,3.25E-185,1.00E+00
2094,0.00E+00,2.04E-08,1.00E+00
2095,1.91E-155,1.43E-12,1.00E+00
2096,0.00E+00,1.00E+00,2.22E-15
2097,1.58E-93,2.46E-09,1.00E+00
2098,2.01E-56,6.04E-01,3.96E-01
2099,2.55E-128,1.00E+00,1.84E-11
2100,4.06E-68,1.00E+00,1.53E-06
2101,0.00E+00,5.80E-53,1.00E+00
2102,3.41E-71,1.37E-08,1.00E+00
2103,3.20E-50,1.08E-13,1.00E+00
2104,3.29E-91,1.00E+00,2.06E-05
2105,0.00E+00,1.00E+00,1.05E-176
2106,6.86E-105,1.00E+00,3.84E-13
2107,3.71E-63,1.00E+00,1.61E-10
2108,8.32623142e-318,3.31E-12,1.00E+00
2109,0.00E+00,3.71E-62,1.00E+00
2110,3.80E-154,1.00E+00,5.28E-10
2111,3.88E-124,9.85E-01,1.55E-02
2113,2.64E-186,3.25E-16,1.00E+00
2114,4.97E-198,6.83E-02,9.32E-01
2116,1,0,0
2117,0.00E+00,1.00E+00,1.32E-105
2118,0.00E+00,6.76E-39,1.00E+00
2119,1.73E-49,1.00E+00,8.06E-09
2120,0.00E+00,4.55E-78,1.00E+00
2121,3.00E-298,1.00E+00,3.71E-26
2122,1.78E-126,1.00E+00,1.41E-21
2123,0.00E+00,4.34E-30,1.00E+00
2124,2.49E-51,2.84E-03,9.97E-01
2125,0.00E+00,1.00E+00,2.46E-21
2126,7.51E-152,1.00E+00,5.98E-17
2127,0.00E+00,1.00E+00,1.23E-238
2128,1.30E-73,1.00E+00,1.03E-04
2130,0.00E+00,1.00E+00,1.34E-47
2131,0.00E+00,7.40E-14,1.00E+00
2132,3.64E-65,2.77E-24,1.00E+00
2133,1.00E+00,1.77E-06,1.51E-13
2134,1.78E-201,1.00E+00,4.73E-23
2135,0,1,0
2136,0.00E+00,5.77E-39,1.00E+00
2137,0.00E+00,8.26E-09,1.00E+00
2138,1.36E-86,1.00E+00,8.23E-05
2139,0.00E+00,1.62E-77,1.00E+00
2140,9.48E-226,1.00E+00,7.17E-27
2141,0.00E+00,1.00E+00,1.55E-57
2142,6.02E-261,1.00E+00,1.05E-11
2143,1.55E-67,1.99E-01,8.01E-01
2144,7.39E-80,1.00E+00,9.14E-17
2145,1.13E-106,1.00E+00,9.91E-11
2146,2.35E-118,5.79E-01,4.21E-01
2147,3.83E-94,1.00E+00,7.62E-08
2148,5.41E-54,2.12E-02,9.79E-01
2149,4.21E-239,1.00E+00,1.99E-17
2150,4.99E-63,9.61E-01,3.89E-02
2151,2.59E-85,1.00E+00,4.20E-15
2152,0.00E+00,1.87E-55,1.00E+00
2153,0.00E+00,3.31E-26,1.00E+00
2154,1.59E-15,9.85E-01,1.54E-02
2155,0.00E+00,1.00E+00,1.28E-135
2156,7.71E-35,8.41E-08,1.00E+00
2157,3.17E-183,1.00E+00,1.79E-06
2158,2.62E-94,4.89E-26,1.00E+00
2159,0,0,1
2160,1.70E-55,1.00E+00,4.14E-05
2161,0.00E+00,1.61E-16,1.00E+00
2162,5.96E-95,1.00E+00,1.22E-13
2164,9.87E-54,1.00E+00,1.49E-04
2165,3.76E-46,2.68E-01,7.32E-01
2166,0.00E+00,2.76E-06,1.00E+00
2167,1.37E-61,3.61E-08,1.00E+00
2168,2.48E-86,1.00E+00,8.73E-08
2169,7.49E-293,1.00E+00,2.78E-08
2170,0,1,0
2171,0.00E+00,1.00E+00,1.80E-38
2172,5.62E-57,1.46E-05,1.00E+00
2173,1.00E+00,9.24E-155,2.04E-135
2174,0.00E+00,1.00E+00,2.52E-304
2175,0.00E+00,1.00E+00,7.76E-259
2176,1.31E-108,2.88E-44,1.00E+00
2177,1.61E-176,1.00E+00,1.85E-09
2178,0.00E+00,1.00E+00,1.95E-85
2179,1.08E-232,1.00E+00,5.41E-23
2180,2.70E-70,3.71E-01,6.29E-01
2181,5.45E-81,9.99E-01,7.60E-04
2182,2.78E-51,3.43E-07,1.00E+00
2183,8.69E-104,3.67E-04,1.00E+00
2184,9.91E-45,5.78E-05,1.00E+00
2186,4.68E-248,1.00E+00,2.93E-13
2187,2.65E-128,1.89E-01,8.11E-01
2188,4.41E-155,1.00E+00,1.02E-23
2189,1.60E-50,8.32E-05,1.00E+00
2190,5.93E-77,1.00E+00,2.07E-09
2191,0.00E+00,2.17E-50,1.00E+00
2192,7.50E-51,1.00E+00,5.65E-10
2193,1.05E-76,9.22E-10,1.00E+00
2194,3.12E-205,5.52E-03,9.94E-01
2195,0.00E+00,1.00E+00,4.57E-72
2196,0.00E+00,3.14E-09,1.00E+00
2197,2.39E-126,1.89E-06,1.00E+00
2198,0.00E+00,4.35E-169,1.00E+00
2199,0,1,0
2200,5.45950800e-313,1.90E-30,1.00E+00
2201,0.00E+00,1.00E+00,2.99E-174
2202,0.00E+00,1.00E+00,4.70E-52
2203,8.33E-40,1.37E-01,8.63E-01
2204,1.60E-39,5.35E-08,1.00E+00
2205,8.25E-91,1.00E+00,7.62E-06
2207,2.35E-253,1.00E+00,8.33E-16
2210,1.43E-124,1.00E+00,3.33E-06
2211,0.00E+00,1.00E+00,6.40E-44
2212,0.00E+00,1.00E+00,1.04E-90
2213,5.49E-49,1.08E-03,9.99E-01
2214,1.10E-18,1.68E-04,1.00E+00
2215,8.89E-33,9.99E-01,1.06E-03
2216,3.01E-95,3.74E-08,1.00E+00
2217,1.80E-165,1.00E+00,7.90E-13
2218,3.63E-206,4.73E-15,1.00E+00
2219,9.99E-24,1.63E-08,1.00E+00
2220,5.39E-134,1.27E-01,8.73E-01
2221,8.88E-150,1.00E+00,1.07E-11
2223,1.27E-80,1.80E-01,8.20E-01
2224,0.00E+00,1.00E+00,6.19E-69
2225,0.00E+00,1.00E+00,3.03E-05
2226,4.73E-93,5.17E-17,1.00E+00
2227,2.02E-124,2.20E-09,1.00E+00
2228,6.04E-157,1.00E+00,8.57E-09
2229,1.31E-79,1.00E+00,4.82E-12
2230,0.00E+00,1.00E+00,1.16E-26
2231,1.37E-109,7.24E-02,9.28E-01
2232,1.12E-62,1.00E+00,5.56E-06
2233,0.00E+00,6.36E-18,1.00E+00
2234,0.00E+00,1.00E+00,4.98E-143
2235,0.86265136 ,0.01232659 ,0.12502205
2236,0.00E+00,1.00E+00,8.15E-292
2237,3.72E-247,6.74E-131,1.00E+00
2238,1.12E-41,7.28E-06,1.00E+00
2239,0.00E+00,1.00E+00,5.51E-90
2240,1.62E-19,1.00E+00,1.45E-04
2241,6.15E-290,2.73E-06,1.00E+00
2242,4.03E-284,1.00E+00,7.05E-18
2243,1.20E-41,1.00E+00,8.02E-05
2244,0.00E+00,1.00E+00,4.18E-64
2245,0.00E+00,1.00E+00,7.16E-10
2246,0.00E+00,1.19E-97,1.00E+00
2247,1.96E-115,1.00E+00,5.31E-17
2248,0.00E+00,1.00E+00,3.73E-21
2249,1.21E-172,1.00E+00,4.67E-15
2250,2.90E-245,2.67E-36,1.00E+00
2251,0,1,0
2252,0.00E+00,1.40E-35,1.00E+00
2253,5.92E-225,5.11E-09,1.00E+00
2254,0.00E+00,4.69E-34,1.00E+00
2255,0.00E+00,1.00E+00,2.19E-57
2256,0.00E+00,1.00E+00,5.34E-58
2257,0.00E+00,1.00E+00,1.62E-74
2258,0.00E+00,1.06E-172,1.00E+00
2259,8.44E-63,1.00E+00,2.85E-04
2260,5.66E-161,1.00E+00,4.98E-16
2261,0.00E+00,1.00E+00,3.95E-36
2262,1.80E-91,5.20E-02,9.48E-01
2263,1.71E-163,1.90E-02,9.81E-01
2264,0.00E+00,1.00E+00,7.24E-86
2265,0.00E+00,1.04E-158,1.00E+00
2266,0.00E+00,1.00E+00,8.69E-41
2267,3.53E-114,3.63E-17,1.00E+00
2268,0.00E+00,1.00E+00,6.77E-49
2269,0.00E+00,1.00E+00,7.16E-37
2270,0,0,1
2271,1.25E-47,1.68E-05,1.00E+00
2272,0.00E+00,1.05E-103,1.00E+00
2273,0,1,0
2274,6.11E-291,3.58E-12,1.00E+00
2275,0.00E+00,2.10E-62,1.00E+00
2276,9.02E-25,2.86E-01,7.14E-01
2277,0.00E+00,1.00E+00,1.18E-110
2278,3.06E-138,1.00E+00,7.29E-15
2279,2.37E-268,1.11E-12,1.00E+00
2280,2.65E-101,1.00E+00,5.84E-63
2281,0,0,1
2282,5.01E-72,1.00E+00,4.30E-12
2285,1.00E+00,3.03E-40,2.46E-53
2286,0.00E+00,1.00E+00,6.94E-47
2287,1.58E-89,9.58E-01,4.24E-02
2288,2.15E-25,1.55E-08,1.00E+00
2289,2.75E-149,6.02E-08,1.00E+00
2291,1.58E-65,1.09E-01,8.91E-01
2292,3.76E-147,2.62E-05,1.00E+00
2293,1.04E-66,5.92E-03,9.94E-01
2294,0.00E+00,8.49E-18,1.00E+00
2295,2.33E-91,8.66E-14,1.00E+00
2296,2.35E-40,7.02E-08,1.00E+00
2297,0.00E+00,1.00E+00,1.73E-232
2298,0,0,1
2299,6.34E-91,1.30E-06,1.00E+00
2300,2.71E-56,1.00E+00,7.13E-08
2301,2.70E-163,3.44E-48,1.00E+00
2302,0.00E+00,1.11E-05,1.00E+00
2303,0,0,1
2304,0,1,0
2305,3.26E-292,1.00E+00,1.51E-19
2306,0.00E+00,1.00E+00,1.30E-286
2307,4.36E-219,1.25E-07,1.00E+00
2308,3.12101268e-320,1.00E+00,5.38E-29
2309,6.71E-224,3.89E-25,1.00E+00
2310,8.99E-75,3.33E-16,1.00E+00
2311,3.13E-88,1.73E-03,9.98E-01
2312,1.41E-67,7.76E-01,2.24E-01
2313,1.23E-170,1.00E+00,5.58E-24
2314,1.65E-82,8.90E-08,1.00E+00
2315,0.00E+00,8.47E-120,1.00E+00
2318,0.00E+00,2.11E-28,1.00E+00
2319,9.76E-84,9.11E-01,8.94E-02
2320,1.38E-116,1.00E+00,6.63E-06
2321,3.11E-182,2.64E-09,1.00E+00
2322,3.02E-94,5.42E-18,1.00E+00
2324,4.84E-161,1.00E+00,8.83E-26
2325,0.00E+00,2.52E-32,1.00E+00
2326,3.21E-88,2.38E-08,1.00E+00
2327,2.22E-191,1.00E+00,8.77E-15
2328,6.48E-227,6.45E-07,1.00E+00
2329,0.00E+00,1.00E+00,4.53E-48
2330,3.25E-98,1.64E-78,1.00E+00
2331,1.02E-98,2.83E-06,1.00E+00
2332,2.79E-118,1.45E-01,8.55E-01
2333,2.50E-66,9.46E-01,5.37E-02
2334,1.61E-167,7.40E-12,1.00E+00
2335,2.68E-153,1.00E+00,1.47E-14
2336,0.00E+00,1.00E+00,2.11E-24
2337,7.65E-274,1.00E+00,2.09E-12
2338,1.43E-66,1.00E+00,7.29E-07
2339,3.66E-87,1.00E+00,1.76E-07
2340,4.40E-139,1.00E+00,9.05E-19
2341,2.27E-243,1.00E+00,1.09E-20
2342,1.58E-291,1.10E-17,1.00E+00
2343,2.37E-156,4.97E-14,1.00E+00
2344,0.00E+00,1.30E-175,1.00E+00
2345,9.61E-62,1.00E+00,4.50E-06
2346,0.00E+00,2.76E-34,1.00E+00
2347,0.00E+00,1.00E+00,2.13E-53
2348,1.70E-205,1.00E+00,5.92E-44
2349,3.24E-167,9.31E-29,1.00E+00
2350,3.06E-70,1.00E+00,8.78E-07
2351,7.21E-75,9.16E-01,8.43E-02
2352,0.00E+00,1.00E+00,3.53E-39
2353,4.60E-92,9.99E-01,5.47E-04
2354,7.16E-50,1.00E+00,3.29E-06
2355,1.72E-250,1.00E+00,2.96E-15
2356,0,0,1
2357,5.24E-62,1.00E+00,1.82E-06
2359,0,0,1
2361,0.00E+00,1.00E+00,1.60E-53
2362,4.45E-91,5.90E-20,1.00E+00
2363,0.00E+00,1.00E+00,1.13E-36
2364,3.86256322e-317,7.35E-15,1.00E+00
2365,1.60E-82,9.97E-01,3.20E-03
2366,4.02E-121,8.63E-01,1.37E-01
2367,1.00E+00,3.48E-87,5.27E-75
2368,4.11E-159,7.92E-02,9.21E-01
2369,2.14E-161,1.90E-07,1.00E+00
2370,1.00E+00,1.02E-164,5.15E-110
2371,0.00E+00,1.00E+00,2.51E-58
2372,0.00E+00,1.73E-24,1.00E+00
2373,1.69E-72,1.00E+00,3.14E-05
2374,1.36E-42,1.19E-08,1.00E+00
2375,3.06383707e-314,1.00E+00,4.47E-42
2376,0.00E+00,1.10E-196,1.00E+00
2377,1.42E-143,1.00E+00,8.91E-14
2378,8.93E-266,4.30E-22,1.00E+00
2379,2.57E-128,1.00E+00,3.03E-08
2380,3.75E-98,3.43E-02,9.66E-01
2381,0.00E+00,1.00E+00,1.40E-47
2382,0.00E+00,4.57E-251,1.00E+00
2383,0.00E+00,5.74E-121,1.00E+00
2384,3.91E-120,1.00E+00,2.40E-10
2385,1.00E+00,1.73E-167,1.72E-147
2387,1.68E-56,1.00E+00,4.38E-04
2388,1.53E-284,1.00E+00,3.69E-08
2389,0.00E+00,5.49E-32,1.00E+00
2390,4.76E-24,1.98E-03,9.98E-01
2391,2.67E-214,1.00E+00,2.06E-09
2392,0,1,0
2393,0.00E+00,1.00E+00,1.15E-106
2394,1.60E-49,1.00E+00,6.94E-09
2395,0.00E+00,1.00E+00,6.86E-66
2396,7.10E-295,1.00E+00,1.09E-19
2397,1.15E-63,1.00E+00,2.76E-05
2398,2.37E-70,1.00E+00,2.73E-06
2399,3.75E-51,1.88E-06,1.00E+00
2400,1.32E-49,1.00E+00,6.59E-12
2401,7.83E-144,1.00E+00,2.36E-27
2402,9.51E-178,2.17E-12,1.00E+00
2403,1.20E-51,1.00E+00,2.11E-07
2404,2.25E-82,2.43E-13,1.00E+00
2405,0.00E+00,1.00E+00,2.08E-18
2406,2.32E-43,9.76E-01,2.40E-02
2407,2.78E-66,2.49E-03,9.98E-01
2409,1.00E+00,5.29E-73,7.76E-63
2410,0.00E+00,1.00E+00,3.02E-123
2411,0.00E+00,9.76E-36,1.00E+00
2412,2.81E-101,6.11E-13,1.00E+00
2413,0.00E+00,5.20E-155,1.00E+00
2414,5.53E-93,1.00E+00,1.13E-11
2415,1.98E-57,1.00E+00,1.80E-19
2416,7.44E-96,9.92E-01,8.38E-03
2417,0.00E+00,3.13E-20,1.00E+00
2418,6.91E-78,3.18E-06,1.00E+00
2419,9.73E-86,1.00E+00,2.81E-14
2420,3.09E-60,2.37E-05,1.00E+00
2421,6.84E-107,1.00E+00,5.98E-08
2422,0.00E+00,1.00E+00,1.06E-39
2423,8.80E-63,1.00E+00,2.53E-05
2424,0.00E+00,1.00E+00,4.11E-134
2425,0.00E+00,1.00E+00,7.61E-30
2426,9.25E-133,1.00E+00,5.19E-10
2427,2.63E-259,1.00E+00,7.83E-29
2428,6.88E-81,1.74E-06,1.00E+00
2429,0.00E+00,1.00E+00,6.49E-62
2431,1.38E-67,1.00E+00,4.66E-07
2432,0.00E+00,1.93107406e-311,1.00E+00
2433,0.00E+00,1.00E+00,1.70E-28
2434,1.74E-279,1.00E+00,2.95E-19
2435,0.00E+00,1.00E+00,1.78E-45
2436,1.06E-70,1.00E+00,7.88E-10
2437,1.31E-74,1.00E+00,4.62E-14
2438,0.00E+00,1.00E+00,1.19E-52
2439,0.00E+00,1.46E-04,1.00E+00
2440,3.46E-106,2.03E-03,9.98E-01
2441,0,1,0
2442,4.19E-94,9.21E-02,9.08E-01
2443,1.66E-96,9.96E-01,3.77E-03
2444,4.03E-242,1.00E+00,1.40E-05
2445,1.11E-84,1.00E+00,4.28E-13
2446,6.56E-138,1.00E+00,2.24E-10
2447,2.35E-87,1.00E+00,1.20E-07
2448,8.90E-212,1.00E+00,3.94E-38
2449,1.66E-206,1.00E+00,9.79E-17
2450,0.00E+00,1.00E+00,1.22E-24
2451,1,0,0
2452,6.12E-104,4.31E-22,1.00E+00
2453,0.00E+00,1.00E+00,3.64E-198
2454,0.00E+00,1.59E-67,1.00E+00
2455,1.00E+00,1.01E-179,1.99E-10
2456,2.61E-08,1.75E-07,1.00E+00
2458,1.53E-73,1.00E+00,1.27E-05
2459,9.51E-107,1.00E+00,1.10E-13
2460,0.00E+00,1.00E+00,1.56E-78
2461,1.00E+00,3.39E-161,2.75E-136
2463,0.00E+00,1.46E-78,1.00E+00
2464,3.00E-183,1.18E-07,1.00E+00
2465,0.00E+00,1.64E-126,1.00E+00
2466,0.00E+00,1.00E+00,1.86E-67
2467,0.00E+00,1.00E+00,3.95E-40
2468,1.19E-142,5.83E-02,9.42E-01
2469,2.08E-59,1.00E+00,7.37E-06
2470,0.00E+00,1.00E+00,2.16E-52
2471,1.00E+00,2.13E-91,2.09E-75
2472,9.53E-115,1.00E+00,1.67E-10
2473,0.00E+00,1.00E+00,9.89E-50
2474,0.00E+00,1.00E+00,2.21E-50
2475,0.00E+00,1.00E+00,2.60E-33
2476,0.00E+00,1.00E+00,3.02E-43
2477,1.61E-178,8.71E-44,1.00E+00
2478,1.00E+00,1.87E-111,5.51E-100
2479,1.32E-262,1.00E+00,3.96E-30
2480,8.40E-197,5.90E-16,1.00E+00
2481,1.07E-77,9.24E-01,7.56E-02
2482,1.01E-129,9.94E-01,6.00E-03
2483,0,1,0
2485,0.00E+00,1.00E+00,9.64E-238
2486,1.67E-197,1.40E-44,1.00E+00
2487,0,1,0
2488,1.57E-102,1.28E-15,1.00E+00
2489,1.50E-66,9.76E-01,2.43E-02
2491,1.54E-17,1.10E-03,9.99E-01
2492,0.00E+00,1.00E+00,4.64E-51
2493,9.63E-68,2.86E-16,1.00E+00
2494,3.56E-276,1.00E+00,1.22E-34
2495,2.91E-105,1.37E-41,1.00E+00
2496,4.63E-55,1.00E+00,6.31E-05
2498,2.34E-247,1.44E-57,1.00E+00
2499,1.33E-101,1.00E+00,2.48E-07
2500,1.83E-65,1.25E-31,1.00E+00
2501,0,1,0
2502,6.05E-142,1.00E+00,2.72E-08
2503,7.58E-73,1.00E+00,1.15E-08
2504,1.04E-59,2.20E-07,1.00E+00
2505,1,0,0
2506,0.00E+00,6.64E-70,1.00E+00
2507,1,0,0
2508,0.00E+00,1.00E+00,6.13E-55
2509,8.09E-128,1.00E+00,3.23E-23
2510,4.13E-114,9.91E-01,9.14E-03
2511,1.91E-62,1.00E+00,3.23E-05
2512,4.45E-194,9.85E-07,1.00E+00
2513,2.02E-21,5.76E-03,9.94E-01
2514,3.65E-128,1.00E+00,6.11E-17
2515,6.06E-116,4.61E-07,1.00E+00
2516,0.00E+00,1.00E+00,5.31E-65
2517,5.37E-60,1.00E+00,2.21E-07
2518,0.00E+00,1.00E+00,7.80E-23
2519,1.07E-58,1.00E+00,1.18E-04
2520,4.62E-19,7.63E-01,2.37E-01
2521,2.00E-274,1.00E+00,1.28E-23
2522,0.00E+00,1.00E+00,6.16E-14
